config,locked_features,mse,bic,formula
"{'n_episodes': 500, 'n_simulations': 20, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', '(y * (x * x))', '(x * x)', 'y']",0.008187027875908196,-2383.9583475520394,0.9315 * exp(x) + 0.9659 * (y * (x * x)) + -0.4804 * (x * x)
"{'n_episodes': 500, 'n_simulations': 20, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp((x * sin(exp((y * x)))))', 'sin(exp(cos(x)))', '(y * (x * cos(exp(x))))', 'exp(sin(sin(x)))', 'x', 'cos(y)', '(x * (x * y))', 'y']",0.004554718095198748,-5350.14510760072,0.1141 * exp((x * sin(exp((y * x))))) + -0.3772 * sin(exp(cos(x))) + 0.6891 * exp(sin(sin(x))) + 0.2832 * x + 0.3603 * cos(y) + 0.9169 * (x * (x * y))
"{'n_episodes': 500, 'n_simulations': 20, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', '((y * x) * x)', '(x * x)', 'exp((exp(x) * sin(x)))', 'x', '(exp(y) * y)']",0.008187027875908198,-2383.9583475520394,0.9315 * exp(x) + 0.9659 * ((y * x) * x) + -0.4804 * (x * x)
"{'n_episodes': 500, 'n_simulations': 20, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '(x * (cos(exp(y)) * x))', '((x * y) * (x * sin(y)))', 'y']",0.007788710812243826,-4834.356659609581,0.9461 * exp(x) + -0.9513 * (x * (cos(exp(y)) * x)) + -0.7300 * ((x * y) * (x * sin(y)))
"{'n_episodes': 500, 'n_simulations': 20, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'y', 'cos(x)', 'exp((cos(x) * y))', '(y * x)', 'exp(exp(x))', '(cos(x) * y)', 'x']",0.005108072253634499,-2601.1789492700204,0.5844 * exp(x) + 1.9642 * y + 0.8238 * cos(x) + -0.3870 * exp((cos(x) * y)) + -1.5243 * (cos(x) * y) + 0.3585 * x
"{'n_episodes': 500, 'n_simulations': 20, 't_max': 20, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((sin(cos(exp(y))) * x) * x)', '(sin(y) * (exp(((x * sin(x)) * exp(x))) * y))']",0.008101644424832759,-4794.964956660186,0.9845 * exp(x) + -1.1255 * ((sin(cos(exp(y))) * x) * x) + -0.1864 * (sin(y) * (exp(((x * sin(x)) * exp(x))) * y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', '(sin(x) * y)', 'cos(exp(x))', '(exp(y) * exp(exp(x)))', 'exp(exp(exp(y)))']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '(x * exp(x))', 'exp(exp(exp(y)))', 'exp(exp(cos(cos(exp(y)))))', 'exp(exp(((x * x) * cos(x))))', '((sin(x) * y) * x)', 'y']",0.006458596742190232,-5014.712186239109,1.2596 * exp(x) + -0.2997 * (x * exp(x)) + -0.1130 * exp(exp(((x * x) * cos(x)))) + 1.0688 * ((sin(x) * y) * x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'cos(y)']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'y', 'cos(x)', 'x', '(y * cos(x))', '(y * x)', 'exp(exp(y))', 'sin(exp(y))', 'sin(exp(exp(x)))']",0.004838977878825384,-5289.605230942647,0.3415 * exp(x) + 1.9814 * y + 0.4262 * cos(x) + 0.6180 * x + -2.0538 * (y * cos(x)) + 0.2576 * sin(exp(y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp((exp(cos(sin(sin((y * x))))) * exp(x)))', '(x * (sin((x * sin(exp(y)))) * x))', 'cos(exp(exp(cos(x))))', 'exp((exp(sin(exp(y))) * exp(x)))', 'exp(((exp(exp(x)) * x) * x))', 'sin(exp(exp(x)))', 'exp(exp(exp(cos(x))))', 'exp(exp(exp(y)))', '((y * (y * exp(x))) * (sin(y) * x))', '((x * y) * exp(x))']",0.9551873348191331,-10.494681615357191,2.4833 * (x * (sin((x * sin(exp(y)))) * x)) + 0.4154 * sin(exp(exp(x)))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '(exp(exp(sin(y))) * y)', 'exp(cos(sin(cos(cos(y)))))', 'cos(exp(exp(exp(sin(y)))))', 'sin((y * (x * exp(sin(exp(exp(cos(x))))))))', 'exp(cos(sin((sin(y) * exp(exp(x))))))', '(exp(exp(x)) * exp(x))', '(exp(exp(y)) * sin(x))', 'exp(sin(exp(x)))', '(y * exp(exp(cos(cos(cos(exp(sin(y))))))))']",0.0777309192048537,-2533.778904360561,0.7625 * exp(x) + -0.2469 * exp(cos(sin(cos(cos(y))))) + 0.2921 * exp(sin(exp(x)))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'cos(y)']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'cos(x)']",0.09040106422453158,-2396.5914839790576,0.8220 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', '(y * (x * x))', '(x * x)', 'x', 'cos(y)', 'y', 'sin(y)']",0.004871398287369676,-2631.1140897260316,0.6256 * exp(x) + 0.9688 * (y * (x * x)) + -0.3460 * (x * x) + 0.3132 * x + 0.3856 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((x * sin(cos(exp(y)))) * x)', '((x * (sin(y) * cos(exp(sin(y))))) * x)']",0.007129234790043697,-4922.828107052982,0.9348 * exp(x) + -0.8584 * ((x * sin(cos(exp(y)))) * x) + 0.9284 * ((x * (sin(y) * cos(exp(sin(y))))) * x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'y', '(cos(x) * y)', '(x * x)', 'x', 'cos(y)', 'exp(exp(x))', '(x * y)', 'exp(cos(y))', 'sin(exp(y))']",0.004779568695830225,-2634.414835183314,0.6270 * exp(x) + 2.0166 * y + -2.0033 * (cos(x) * y) + -0.3477 * (x * x) + 0.3115 * x + 0.3845 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'sin((sin((x * x)) * cos(exp(y))))', '(((cos(exp(y)) * x) * x) * y)', 'cos(y)', 'x', 'y']",0.005430325162137211,-5181.217487904396,0.7173 * exp(x) + -1.0248 * sin((sin((x * x)) * cos(exp(y)))) + 0.5042 * (((cos(exp(y)) * x) * x) * y) + 0.3089 * cos(y) + 0.2038 * x
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', '((x * x) * y)', '(x * x)', '(exp(sin(x)) * sin(x))', 'exp(y)', 'exp((cos(exp(x)) * exp(exp(exp(x)))))', '(y * x)', 'cos(exp(x))', '(x * sin(x))']",0.008187027875908196,-2383.9583475520394,0.9315 * exp(x) + 0.9659 * ((x * x) * y) + -0.4804 * (x * x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(sin((x * exp((y * (cos(y) * x))))))', 'exp(exp((y * x)))', '(exp(cos(exp(sin(y)))) * (x * x))', 'exp(x)', 'x', 'cos(exp(sin(y)))', '(sin(y) * exp(exp(y)))', '(cos(y) * sin(y))', 'exp(exp(exp(exp(y))))', 'exp(exp(exp(cos(y))))']",0.008270866452759274,-4746.661717894139,0.9359 * exp(sin((x * exp((y * (cos(y) * x)))))) + -0.0656 * exp(exp((y * x))) + -0.2779 * (exp(cos(exp(sin(y)))) * (x * x)) + 0.1767 * exp(x) + -0.1175 * x + 0.0554 * cos(exp(sin(y))) + 0.0943 * (cos(y) * sin(y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'y', 'cos(y)', 'x', 'exp(((x * x) * y))', 'cos(x)']",0.006479854392510968,-2488.455579088855,-0.2617 * exp(x) + 0.0525 * y + 0.5108 * cos(y) + 1.2886 * x + 0.7957 * exp(((x * x) * y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 0.5, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((x * x) * cos(exp(y)))', '(((x * y) * y) * x)', 'y', 'cos(exp(y))', 'x']",0.00520720317879008,-5223.1736088508405,0.8923 * exp(x) + -0.9869 * ((x * x) * cos(exp(y))) + -0.5678 * (((x * y) * y) * x) + 0.2184 * y + 0.2237 * cos(exp(y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'exp(cos(exp(x)))', '(sin(x) * y)', 'exp(sin(exp(cos(y))))', 'sin((x * sin((sin(y) * y))))', 'sin(exp(sin(exp(exp(cos(y))))))', '(cos((exp(exp(y)) * sin(y))) * x)']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'exp(cos(sin(y)))', 'exp(cos(exp(exp(exp(x)))))', '(exp((x * y)) * x)', '(exp(cos(y)) * x)', 'sin(exp((y * exp(x))))', '(x * y)', 'sin(cos(exp(exp(x))))', 'exp(exp(cos(sin(y))))', 'exp(exp(x))']",0.010449246272197633,-4540.50216439808,0.1071 * exp(x) + 0.3417 * exp(cos(sin(y))) + 0.7945 * (exp((x * y)) * x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'cos(y)']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'y', 'cos(x)', 'x', '(y * cos(x))', 'exp(exp(x))']",0.00641128121435254,-5015.157374193387,0.4272 * exp(x) + 2.0481 * y + 0.5280 * cos(x) + 0.5243 * x + -2.0647 * (y * cos(x))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['(exp(x) * exp(exp(exp(y))))', 'exp((exp(y) * exp(sin(y))))', '(y * exp(x))', '(y * exp(exp(exp(y))))', 'sin((exp(exp(x)) * y))', 'exp(exp(exp(cos(y))))', '(exp((cos(sin(x)) * y)) * exp(exp(exp(y))))', 'exp(exp(exp((exp(x) * y))))', 'sin(sin(y))', 'y']",1.2322508326404393,110.63582925368134,0.3112 * sin(sin(y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'sin(cos(sin(x)))', 'exp(exp(cos(sin(sin(y)))))', 'exp(exp(y))', 'exp((x * sin(exp(x))))', 'exp(exp(exp(sin(y))))', 'cos(y)', '(sin(x) * exp(exp(y)))']",0.0870542234669866,-2413.593075115153,0.8480 * exp(x) + 0.3412 * sin(cos(sin(x))) + 0.0778 * exp(exp(cos(sin(sin(y))))) + -1.4291 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'cos(y)']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'cos(y)']",0.09040106422453158,-2396.5914839790576,0.8220 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'y', 'cos(x)', 'exp((y * cos(x)))', 'exp(exp(cos(x)))', '(cos(x) * y)', 'x', 'exp((y * exp(y)))', 'exp((y * x))', 'cos(exp(x))']",0.005108072253634498,-2601.1789492700204,0.5844 * exp(x) + 1.9642 * y + 0.8238 * cos(x) + -0.3870 * exp((y * cos(x))) + -1.5243 * (cos(x) * y) + 0.3585 * x
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((y * x) * x)', '(x * (x * cos(cos(y))))', '(sin(y) * cos(sin(x)))', 'y', 'exp(sin((cos(sin(exp(exp(y)))) * exp(x))))', 'x', 'cos(x)', 'sin(exp(exp(cos(sin(cos(y))))))', 'sin(exp(exp(y)))']",0.005324086268904143,-5200.975398409505,0.7675 * exp(x) + 0.9419 * ((y * x) * x) + -0.6338 * (x * (x * cos(cos(y)))) + 0.0947 * exp(sin((cos(sin(exp(exp(y)))) * exp(x)))) + 0.0747 * x
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', '((x * x) * y)', '(x * x)', 'y', 'x', 'cos(y)']",0.004871398287369676,-2631.1140897260316,0.6256 * exp(x) + 0.9688 * ((x * x) * y) + -0.3460 * (x * x) + 0.3132 * x + 0.3856 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((x * y) * x)', '(x * x)', 'cos(exp(cos(y)))', 'y']",0.005372037538049816,-5198.916991506285,0.8852 * exp(x) + 0.9466 * ((x * y) * x) + -0.5065 * (x * x) + -0.1218 * cos(exp(cos(y)))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', '(x * (x * cos(exp(sin(y)))))', 'y']",0.018571273997049196,-1980.640434229315,0.9078 * exp(x) + -1.0654 * (x * (x * cos(exp(sin(y)))))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'y', '(y * cos(x))', '(x * (cos(cos(y)) * x))', 'cos(exp(sin((x * cos((y * sin((x * sin(y)))))))))', '(x * y)', '(sin(y) * x)', '(sin(exp(cos(y))) * y)', '(y * x)', 'cos(exp(exp(y)))']",0.00634806391840041,-5031.974386191551,0.9269 * exp(x) + 2.0349 * y + -2.0474 * (y * cos(x)) + -0.6981 * (x * (cos(cos(y)) * x))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'y', 'cos(x)', 'x', '(y * cos(x))', 'cos(y)', 'exp(exp(x))', 'exp(cos(y))', 'sin(exp(y))']",0.004620775569648311,-2651.308709289069,0.2828 * exp(x) + 2.0139 * y + 0.3545 * cos(x) + 0.6901 * x + -2.0004 * (y * cos(x)) + 0.3728 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 15, 'c': 1.0, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '(x * (y * x))', '((exp(y) * x) * x)', 'y']",0.0064529376271519985,-5022.496539951513,0.9271 * exp(x) + 1.3770 * (x * (y * x)) + -0.3931 * ((exp(y) * x) * x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'cos(sin(x))', '(y * x)', 'exp(exp(y))', 'exp(cos(y))', '(x * y)', 'sin(cos(y))', 'sin(cos(exp(exp(y))))']",0.0839005541476669,-1220.4177060406469,0.8153 * exp(x) + 0.3003 * cos(sin(x)) + -0.3514 * sin(cos(y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'cos((sin(sin(x)) * exp((y * sin(x)))))', 'exp(sin(exp(y)))', '(sin(x) * exp((x * y)))', 'y', 'exp((cos(y) * exp(sin(cos(exp(exp(x)))))))']",0.010502842533879508,-4528.47831982777,0.2621 * exp(x) + 0.2732 * cos((sin(sin(x)) * exp((y * sin(x))))) + 0.1915 * exp(sin(exp(y))) + 0.7223 * (sin(x) * exp((x * y)))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'cos(y)']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'y', 'cos(x)', 'x', '(y * cos(x))', '(x * y)', 'exp(exp(y))', 'sin(exp(y))', 'exp(exp(exp(x)))']",0.004838977878825384,-5289.605230942647,0.3415 * exp(x) + 1.9814 * y + 0.4262 * cos(x) + 0.6180 * x + -2.0538 * (y * cos(x)) + 0.2576 * sin(exp(y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['(y * sin(exp((exp(cos(x)) * exp(cos(x))))))', 'exp(exp(exp(y)))', 'exp(exp(exp(exp(x))))', 'x', '((cos(x) * exp((exp(cos(y)) * cos(x)))) * x)', '(cos(exp(y)) * x)', 'exp(exp(sin(exp(exp(y)))))', '(cos(cos(y)) * x)', '(cos(exp(y)) * y)', 'cos(exp(exp(cos(x))))']",0.46165865938609124,-367.8209224393718,-0.1099 * (y * sin(exp((exp(cos(x)) * exp(cos(x)))))) + 0.9352 * x + 0.0713 * exp(exp(sin(exp(exp(y)))))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'exp(cos(x))', '(sin(((exp(cos(sin(y))) * x) * cos(x))) * y)', 'exp((sin((sin(cos(x)) * y)) * exp(y)))', 'exp(exp(exp(exp(sin((y * y))))))', 'sin(sin(sin(sin(exp(y)))))', 'y', 'exp(((cos(x) * y) * exp((x * exp(exp(sin(sin(x))))))))', '(exp(x) * cos((y * sin(y))))', 'exp(exp(x))']",0.02081566619112503,-3837.510617113748,0.9200 * exp(x) + 0.6278 * exp(cos(x)) + -0.2884 * exp((sin((sin(cos(x)) * y)) * exp(y))) + -2.0457 * sin(sin(sin(sin(exp(y))))) + 1.0802 * y
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'cos(y)']",0.08605311551998812,-1220.1806674282573,0.8152 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.001, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'cos(y)']",0.09040106422453158,-2396.5914839790576,0.8220 * exp(x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'y', 'exp(exp(y))', 'sin(exp(sin((y * cos(cos(x))))))', 'x', '(y * cos(x))', '(x * x)', 'exp(cos(exp((x * cos(x)))))', 'exp(exp(sin((x * x))))', '(sin(y) * x)']",0.005499427679020161,-2570.482584766954,0.0618 * exp(x) + 1.6130 * y + 1.0747 * sin(exp(sin((y * cos(cos(x)))))) + 0.9305 * x + -1.8659 * (y * cos(x))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((x * y) * x)', '(x * x)', 'exp(sin(exp(y)))', 'x', 'cos(y)', 'sin(y)']",0.004634521452814365,-5339.68355532593,0.6546 * exp(x) + 0.9500 * ((x * y) * x) + -0.3546 * (x * x) + 0.2706 * x + 0.3506 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', '(x * (y * x))', '(x * x)', 'x', 'cos(y)', 'y']",0.004871398287369676,-2631.1140897260316,0.6256 * exp(x) + 0.9688 * (x * (y * x)) + -0.3460 * (x * x) + 0.3132 * x + 0.3856 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.005, 'alpha': 0.5, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'y', '(x * (cos(exp(y)) * x))', '(y * ((x * y) * x))', 'cos(exp(y))', 'x']",0.005207203178790078,-5223.1736088508405,0.8923 * exp(x) + 0.2184 * y + -0.9869 * (x * (cos(exp(y)) * x)) + -0.5678 * (y * ((x * y) * x)) + 0.2237 * cos(exp(y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', '(y * (x * x))', '(x * x)', 'exp((y * sin(exp(y))))', 'sin(x)', 'exp(exp(cos((cos((y * sin(sin(x)))) * x))))', 'sin(y)', 'sin(exp(exp(x)))', '(y * x)', '(x * y)']",0.007712690656413701,-2395.1564362162453,1.0499 * exp(x) + 0.9200 * (y * (x * x)) + -0.5722 * (x * x) + -0.0875 * exp((y * sin(exp(y)))) + -0.1628 * sin(x) + 0.0963 * sin(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((x * x) * cos(exp(y)))', '((y * (x * y)) * x)', 'y']",0.007713373839400603,-4844.076328626735,0.9449 * exp(x) + -0.9554 * ((x * x) * cos(exp(y))) + -0.6439 * ((y * (x * y)) * x)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 500}","['exp(x)', 'y', 'cos(x)', 'x', '(cos(x) * y)', 'cos(y)', 'exp(exp(y))', '(y * y)']",0.004620775569648311,-2651.308709289069,0.2828 * exp(x) + 2.0139 * y + 0.3545 * cos(x) + 0.6901 * x + -2.0004 * (cos(x) * y) + 0.3728 * cos(y)
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 0.5, 'gamma': 0.005, 'alpha': 1.0, 'beta': 0.1, 'noise': 0.0, 'n_points': 1000}","['exp(x)', '((sin(x) * x) * cos(exp(sin(y))))', 'sin(exp(exp(cos(cos(sin(sin(y)))))))', 'x', 'cos(cos((cos(y) * x)))', 'y']",0.004393563656108468,-5393.075838037283,-0.3376 * exp(x) + -1.2998 * ((sin(x) * x) * cos(exp(sin(y)))) + -0.0640 * sin(exp(exp(cos(cos(sin(sin(y))))))) + 1.3670 * x + 2.3756 * cos(cos((cos(y) * x)))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 500}","['exp(x)', '(sin(x) * y)', 'exp(exp(y))', 'exp(exp(cos(exp((x * x)))))', 'sin(exp(x))', 'exp(exp(cos((sin(x) * y))))', '(y * sin(x))', 'exp(cos(y))', 'exp(exp(exp(sin(x))))', 'exp(exp(exp(x)))']",0.07633614221726873,-1267.6605592881745,0.7098 * exp(x) + 0.5307 * sin(exp(x)) + -0.1130 * exp(cos(y))
"{'n_episodes': 500, 'n_simulations': 40, 't_max': 20, 'c': 1.0, 'gamma': 0.001, 'alpha': 0.5, 'beta': 0.0, 'noise': 0.0, 'n_points': 1000}","['exp(x)', 'cos((x * sin(cos(x))))', 'exp(exp(cos(y)))', '(x * exp(sin((x * y))))', 'exp(y)']",0.010359653224634236,-4549.113249399724,0.0902 * exp(x) + 0.9066 * cos((x * sin(cos(x)))) + 0.8339 * (x * exp(sin((x * y))))
